駅名,建物構造,徒歩分,専有面積,間取り,部屋数,築年,所在階,成約価格
青山一丁目,SRC,4,89,K,2,201302,2,146600000
赤羽橋,SRC,15,82,K,2,197105,22,63700000
新橋,SRC,4,86,R,1,200511,17,117800000
赤坂,SRC,3,152,K,1,200510,6,290200000
御成門,SRC,1,70,K,3,197909,17,63600000
芝浦ふ頭,RC,1,43,R,2,200602,11,46900000
御成門,RC,14,16,R,2,198008,13,13900000
赤坂見附,RC,2,19,R,4,201403,16,35600000
乃木坂,SRC,1,52,K,2,200611,11,72400000
芝浦ふ頭,SRC,3,52,K,2,198201,4,36200000
青山一丁目,SRC,9,94,R,1,200003,3,106200000
麻布十番,RC,13,41,R,1,201201,2,48400000
汐留,RC,4,71,K,1,200610,3,85200000
五反田,RC,4,37,DK,2,200209,3,37800000
お台場海浜公園,RC,14,22,K,1,201210,8,27100000
赤羽橋,SRC,10,63,R,2,200510,4,69300000
目黒,RC,17,35,R,1,199707,10,30400000
目黒,SRC,4,75,K,1,197703,9,58200000
赤坂見附,SRC,5,86,K,2,201302,19,169300000
神谷町,RC,6,53,K,1,199810,3,59400000
青山一丁目,RC,2,56,K,2,200510,8,72600000
白金高輪,SRC,2,115,R,3,200604,5,176800000
白金台,RC,1,149,K,3,199603,9,204500000
大門,RC,5,24,K,2,201208,3,26500000
三田,SRC,5,52,K,3,197110,3,38300000
品川,RC,7,80,R,1,197512,2,68300000
高輪台,SRC,4,30,DK,2,201204,5,42600000
赤羽橋,RC,5,95,R,3,200502,14,115500000
赤坂見附,SRC,2,37,R,1,200906,7,54000000
虎ノ門,SRC,7,82,R,2,198011,7,74100000
汐留,RC,5,69,K,1,201405,3,98100000
乃木坂,RC,4,67,DK,1,200510,9,81900000
五反田,SRC,5,65,R,1,197808,5,48500000
赤羽橋,RC,10,66,R,1,200611,4,68100000
日の出,RC,6,93,K,1,200205,4,89500000
麻布十番,RC,10,81,K,3,200511,12,112600000
泉岳寺,RC,4,56,DK,1,197902,5,47700000
青山一丁目,RC,2,15,K,2,201201,3,28800000
赤羽橋,SRC,1,30,K,1,200906,8,41200000
新橋,RC,1,95,R,1,200906,7,139300000
赤坂見附,SRC,5,58,R,1,197907,6,51100000
麻布十番,SRC,4,20,R,1,200906,3,31400000
芝公園,RC,6,71,DK,2,200710,5,74500000
芝浦ふ頭,SRC,6,15,K,3,200509,6,15600000
広尾,SRC,10,21,R,2,200003,4,20500000
六本木一丁目,RC,14,18,R,2,201208,7,25800000
日の出,RC,2,31,K,3,197304,2,21600000
三田,SRC,10,52,DK,1,201503,10,68600000
麻布十番,RC,10,96,R,2,197103,6,82900000
赤坂見附,SRC,4,56,K,1,200508,7,64100000
虎ノ門,SRC,6,79,R,2,201802,30,265200000
神谷町,SRC,6,37,DK,1,201509,8,69000000
神谷町,RC,13,80,R,2,199710,15,85300000
麻布十番,SRC,10,69,R,2,201102,11,108900000
日の出,RC,5,30,R,1,200608,3,26400000
浜松町,SRC,8,57,R,2,198201,6,37400000
泉岳寺,RC,4,71,R,1,199911,2,66500000
白金台,RC,14,23,K,1,200502,27,29700000
目黒,SRC,6,60,K,2,200202,23,69000000
広尾,RC,7,44,R,1,200009,5,49400000
新橋,RC,6,99,R,2,200106,18,125000000
芝浦ふ頭,RC,4,52,DK,2,201303,33,67400000
泉岳寺,RC,8,25,DK,1,198206,4,13800000
赤坂見附,RC,14,23,R,1,197908,26,21800000
乃木坂,SRC,4,26,K,2,197801,3,24400000
溜池山王,RC,4,64,K,1,199712,4,69000000
六本木,RC,6,42,DK,1,200906,3,57200000
大門,RC,9,40,K,1,201608,6,57000000
天王洲アイル,RC,3,37,R,2,201203,3,39700000
外苑前,RC,5,88,K,1,200710,5,119800000
品川,SRC,10,37,R,1,197909,3,29700000
五反田,SRC,10,68,R,2,197512,6,47400000
六本木,RC,10,31,K,1,200303,4,34200000
溜池山王,RC,13,71,R,2,201504,1,84300000
表参道,RC,8,66,DK,1,197105,1,58700000
乃木坂,RC,6,80,K,1,201109,27,125000000
浜松町,SRC,6,21,R,1,200208,27,26500000
大門,SRC,14,27,K,3,199611,3,24900000
日の出,RC,5,25,R,2,200002,5,25300000
大門,RC,12,97,K,2,200906,11,113500000
虎ノ門,RC,1,55,R,2,197711,4,48900000
芝公園,RC,3,25,K,3,201509,34,43200000
虎ノ門,SRC,6,145,K,1,200106,13,209800000
白金台,RC,7,21,K,1,200508,12,28100000
広尾,RC,5,22,DK,3,200906,42,37200000
青山一丁目,SRC,6,22,R,2,201203,6,38800000
神谷町,RC,4,81,R,2,200505,18,121300000
広尾,RC,10,25,R,2,198306,7,16800000
北品川,RC,4,46,K,2,201604,2,67600000
五反田,SRC,9,109,K,1,200610,5,124200000
赤坂,SRC,2,50,K,3,197604,12,44100000
赤羽橋,SRC,1,47,K,3,200510,10,60200000
天王洲アイル,RC,8,132,K,2,200502,4,145800000
大門,SRC,8,54,K,2,198006,21,43600000
三田,RC,8,147,R,1,198209,38,120200000
品川,RC,10,63,R,2,199803,33,58600000
三田,SRC,11,41,K,1,201111,9,48800000
乃木坂,SRC,8,39,R,3,200804,35,46700000
泉岳寺,SRC,3,56,R,4,201401,1,69700000
六本木一丁目,SRC,6,72,K,2,200110,6,90600000
芝浦ふ頭,RC,5,85,R,3,200804,6,104400000
芝公園,RC,5,48,R,2,198205,33,36900000
芝公園,RC,12,124,K,1,199706,9,105600000
虎ノ門,SRC,5,31,R,2,200906,5,39200000
五反田,SRC,1,20,R,2,201005,3,31300000
六本木一丁目,RC,3,42,R,2,198411,10,39500000
表参道,RC,7,90,K,2,200610,35,148000000
虎ノ門,RC,1,68,K,2,201005,23,112800000
神谷町,SRC,2,67,R,1,200508,33,107800000
目黒,RC,1,21,K,1,200610,7,20600000
芝公園,RC,4,20,R,1,197801,4,13300000
外苑前,SRC,5,79,DK,2,200209,7,104700000
目黒,RC,2,57,K,1,197506,25,46100000
溜池山王,SRC,8,22,R,1,201312,12,32500000
表参道,RC,6,99,R,1,200502,4,155400000
新橋,SRC,4,54,K,2,200610,17,69500000
浜松町,SRC,12,48,R,3,200611,36,43400000
泉岳寺,RC,3,61,K,1,200412,30,83700000
白金台,SRC,1,20,R,2,200303,2,26400000
田町,SRC,6,31,R,2,201411,4,40800000
北品川,SRC,7,20,R,1,200610,4,18800000
六本木,RC,7,30,K,1,201509,5,48600000
外苑前,SRC,4,18,R,1,201311,13,34200000
乃木坂,RC,3,40,R,3,201401,3,58300000
品川,SRC,7,88,DK,1,200405,3,102000000
芝浦ふ頭,SRC,1,23,DK,2,201003,21,30800000
赤坂,RC,5,152,R,2,197907,7,153300000
外苑前,RC,10,82,K,1,197806,13,71300000
乃木坂,SRC,7,40,K,2,201005,33,69000000
芝公園,RC,2,58,K,3,198201,7,44900000
赤羽橋,RC,3,67,R,1,200003,3,69900000
汐留,RC,1,19,R,2,199709,3,25500000
日の出,RC,4,26,R,1,201408,2,29100000
天王洲アイル,RC,8,19,R,1,201509,8,22300000
赤坂見附,RC,4,130,R,1,200510,5,178500000
天王洲アイル,SRC,7,60,K,1,199603,16,56900000
田町,RC,6,48,K,1,198406,38,38500000
北品川,RC,6,22,K,1,201509,2,25200000
白金高輪,SRC,1,107,K,1,198111,1,82900000
浜松町,RC,4,23,DK,1,200608,11,27400000
北品川,RC,1,95,K,2,200710,6,104900000
泉岳寺,SRC,11,57,R,2,200906,8,66500000
お台場海浜公園,SRC,12,89,K,2,199911,10,66500000
泉岳寺,SRC,6,81,K,2,196512,2,59600000
虎ノ門,RC,5,77,R,2,200610,6,100600000
天王洲アイル,SRC,14,25,K,2,199201,33,19100000
麻布十番,SRC,10,67,K,2,197605,35,59200000
虎ノ門,RC,6,83,K,2,197804,4,77400000
北品川,RC,2,65,R,3,197810,18,49300000
赤羽橋,SRC,3,51,R,2,200508,5,55300000
青山一丁目,RC,10,40,R,2,200610,7,43000000
外苑前,RC,10,56,R,2,200311,5,59700000
汐留,RC,6,52,R,2,200405,2,58900000
外苑前,RC,5,80,R,2,200409,8,104500000
北品川,RC,5,92,K,3,200611,1,88800000
虎ノ門,RC,4,82,K,3,197803,2,77900000
五反田,SRC,6,65,R,2,201402,4,94800000
乃木坂,RC,5,70,R,3,200510,9,85800000
広尾,RC,10,56,R,3,200510,9,60600000
お台場海浜公園,RC,3,61,DK,1,200011,6,50500000
五反田,SRC,6,70,R,2,198201,33,60900000
麻布十番,RC,8,88,K,2,197809,18,78900000
赤坂見附,RC,6,57,R,1,200510,3,68300000
乃木坂,SRC,2,80,K,1,200302,8,99300000
表参道,SRC,12,135,DK,2,200104,7,178900000
広尾,SRC,9,75,K,1,197808,11,68500000
白金高輪,SRC,3,18,K,1,198011,13,13400000
白金高輪,RC,13,22,K,3,200105,2,23300000
広尾,SRC,6,36,R,2,200406,9,46800000
大門,SRC,8,44,R,1,200105,4,39400000
表参道,RC,14,75,R,3,200708,2,93300000
五反田,SRC,8,71,R,2,200609,5,67300000
品川,RC,9,44,K,1,196512,4,29500000
六本木,RC,3,59,R,1,197512,5,51100000
赤坂,SRC,4,19,R,2,200203,5,20600000
泉岳寺,SRC,10,68,K,1,197810,25,52700000
麻布十番,SRC,2,19,R,2,198106,9,16100000
赤坂,RC,8,20,R,2,201705,5,40800000
目黒,RC,10,147,DK,2,201111,26,191600000
溜池山王,RC,4,20,K,1,200006,4,23600000
芝浦ふ頭,SRC,2,34,R,2,201005,17,38800000
御成門,SRC,3,58,K,2,198003,3,52000000
品川,SRC,1,60,K,3,198001,13,53900000
高輪台,RC,5,63,R,1,200610,4,72500000
六本木,RC,13,55,R,2,199201,32,56300000
品川,SRC,6,77,K,3,201005,22,119600000
芝公園,SRC,6,31,LK,2,200206,5,37500000
芝浦ふ頭,RC,10,129,K,2,200511,4,128500000
渋谷,RC,13,64,R,1,201204,1,55100000
目黒,RC,13,16,K,1,201303,45,21400000
北品川,SRC,10,26,R,1,200608,48,32200000
神谷町,SRC,6,33,K,3,198412,28,30700000
溜池山王,RC,10,97,K,1,200805,4,131600000
虎ノ門,RC,4,106,K,1,197812,31,115300000
六本木,SRC,6,26,R,2,199902,2,33300000
六本木一丁目,RC,3,56,DK,3,200906,6,86800000
田町,RC,1,92,K,1,197810,34,80700000
天王洲アイル,RC,13,22,K,2,200011,13,17300000
芝公園,RC,11,94,DK,1,200906,15,115200000
六本木,SRC,6,58,DK,1,200406,6,79700000
田町,SRC,8,42,K,2,200611,2,44500000
目黒,SRC,3,112,K,2,201508,3,175700000
浜松町,SRC,10,78,R,2,200209,2,64900000
三田,RC,7,85,R,1,200505,3,86900000
品川,RC,6,132,R,1,201003,9,183800000
お台場海浜公園,RC,1,22,R,2,199706,23,21300000
外苑前,RC,6,85,K,2,200704,19,124900000
乃木坂,RC,8,16,R,1,201406,9,21200000
汐留,RC,11,53,K,1,200510,6,55100000
乃木坂,SRC,6,51,K,2,200804,9,74100000
田町,RC,12,80,R,2,200610,7,68900000
お台場海浜公園,RC,8,56,DK,2,197202,6,41000000
天王洲アイル,SRC,5,53,R,1,199201,12,43700000
青山一丁目,RC,13,51,K,3,200310,27,52800000
品川,RC,5,61,K,3,197707,14,54600000
麻布十番,SRC,1,79,R,1,201006,8,154900000
赤羽橋,SRC,13,78,DK,2,200710,1,71400000
御成門,SRC,5,16,R,3,201204,5,27600000
大門,RC,4,56,DK,2,201509,6,73700000
赤坂,RC,9,61,K,1,199710,4,68100000
青山一丁目,SRC,1,71,K,2,201504,7,127900000
泉岳寺,RC,5,66,DK,1,201408,7,81700000
大門,SRC,1,85,K,2,201303,3,119900000
北品川,SRC,2,72,K,2,198011,6,51800000
虎ノ門,RC,6,73,R,2,197808,9,67800000
品川,SRC,4,81,K,1,200409,6,90400000
六本木一丁目,RC,8,39,DK,3,197512,2,24200000
赤坂見附,SRC,2,57,K,1,201402,9,95900000
溜池山王,RC,4,25,LK,1,201003,5,35900000
五反田,SRC,11,21,DK,4,198301,4,12200000
赤坂見附,SRC,8,61,K,3,199603,38,66200000
白金高輪,SRC,2,89,K,2,200003,7,97100000
青山一丁目,SRC,6,99,K,1,200610,4,142400000
白金台,SRC,12,87,R,1,198009,5,72200000
大門,RC,10,84,K,2,200611,7,86700000
日の出,SRC,12,49,K,1,198007,35,34400000
表参道,SRC,2,40,K,1,201308,3,69600000
芝浦ふ頭,SRC,8,57,R,1,198011,12,40100000
六本木,RC,3,50,R,3,197807,9,44000000
麻布十番,SRC,3,78,R,1,197708,37,78500000
目黒,SRC,10,19,K,1,197804,4,9000000
汐留,RC,5,67,R,1,197803,9,51500000
外苑前,SRC,3,18,R,2,197808,2,18700000
青山一丁目,RC,11,130,K,1,201707,17,195900000
五反田,SRC,12,56,R,3,197302,15,31900000
青山一丁目,RC,2,42,K,3,200804,5,59100000
五反田,RC,13,60,R,2,200906,2,57400000
お台場海浜公園,RC,6,84,R,2,198309,6,66800000
大門,SRC,2,65,K,3,197710,23,51200000
芝公園,RC,8,67,K,1,200303,17,66600000
六本木一丁目,RC,7,47,R,1,200311,8,56500000
泉岳寺,RC,9,44,R,1,200603,4,44100000
神谷町,SRC,3,112,K,1,200209,8,158900000
赤羽橋,SRC,3,121,K,2,199201,4,134800000
赤羽橋,RC,4,69,DK,1,197311,13,60000000
赤坂見附,SRC,6,22,DK,2,197101,10,19500000
目黒,SRC,8,80,R,3,200507,5,75600000
芝浦ふ頭,SRC,4,70,R,2,198302,28,57300000
目黒,SRC,9,70,K,1,201401,14,97300000
赤坂見附,RC,10,97,R,1,200812,42,135400000
外苑前,RC,2,20,K,3,200602,5,30300000
新橋,SRC,4,17,DK,3,200601,5,22300000
目黒,RC,1,31,R,3,200605,12,37800000
広尾,RC,3,62,R,1,200507,3,81500000
白金高輪,RC,4,44,R,3,200907,3,53100000
目黒,SRC,4,46,R,2,200510,2,42400000
高輪台,RC,3,58,R,2,200708,4,70000000
芝公園,SRC,2,105,R,1,200608,2,123900000
麻布十番,SRC,8,27,R,1,198309,30,25400000
溜池山王,SRC,5,32,DK,2,197604,34,30200000
お台場海浜公園,SRC,12,23,R,1,200610,2,20700000
芝浦ふ頭,RC,8,38,DK,3,197710,10,27100000
白金台,SRC,8,46,K,1,197801,35,42500000
北品川,SRC,2,78,R,1,199911,44,80700000
大門,RC,15,83,R,2,197005,2,50600000
神谷町,RC,11,97,R,2,200304,10,111300000
芝公園,SRC,1,61,R,2,200507,1,62800000
芝公園,RC,4,58,K,3,201505,4,69600000
高輪台,RC,5,73,DK,2,200502,10,91300000
表参道,RC,2,55,K,2,201012,4,84800000
赤坂,RC,2,55,K,2,200605,5,82000000
高輪台,RC,6,55,K,2,200906,7,65300000
白金台,SRC,3,65,K,2,200303,1,77600000
芝浦ふ頭,RC,14,67,R,2,197803,9,41800000
浜松町,SRC,10,25,DK,1,200607,29,26400000
品川,SRC,2,88,K,2,201503,9,137900000
芝浦ふ頭,SRC,3,68,K,1,201312,11,90900000
芝公園,RC,12,144,R,1,200211,14,134900000
御成門,RC,2,60,R,4,200401,12,71600000
乃木坂,SRC,4,30,R,1,200511,6,33000000
溜池山王,SRC,12,61,R,1,197006,5,39100000
赤坂,RC,10,23,K,1,198603,3,19000000
赤坂見附,SRC,13,71,R,2,200003,9,61800000
青山一丁目,SRC,12,18,K,3,200305,21,25200000
品川,SRC,7,55,K,1,197910,10,47800000
外苑前,RC,3,80,R,2,197812,8,77200000
お台場海浜公園,RC,6,27,R,1,200104,5,24000000
三田,SRC,10,78,K,2,200406,1,74300000
表参道,RC,13,99,K,2,200605,11,125200000
芝公園,RC,6,30,K,2,200205,15,38300000
目黒,SRC,1,59,R,1,200906,3,76500000
汐留,SRC,6,57,R,2,200902,27,102300000
渋谷,SRC,6,39,R,2,197701,33,26300000
品川,SRC,2,54,DK,2,198010,1,46300000
赤羽橋,SRC,9,54,K,1,198004,13,41000000
北品川,RC,14,42,DK,1,200805,15,45100000
溜池山王,SRC,15,36,K,3,200502,24,38500000
外苑前,SRC,14,51,R,1,197612,5,33500000
芝浦ふ頭,RC,11,65,DK,2,200407,5,58100000
乃木坂,SRC,6,61,K,1,199709,10,71500000
広尾,SRC,9,65,R,1,201505,9,129100000
北品川,SRC,10,37,R,2,200608,32,41700000
北品川,RC,3,82,DK,2,197203,5,70700000
泉岳寺,RC,2,56,R,2,200505,36,73500000
麻布十番,RC,7,37,R,1,201411,4,49300000
田町,RC,6,85,R,2,200303,3,96000000
白金高輪,RC,3,21,R,2,198406,44,20100000
五反田,RC,5,20,R,3,199908,7,20800000
溜池山王,SRC,5,33,R,3,200111,3,33100000
高輪台,RC,3,55,R,1,197006,7,41200000
目黒,RC,8,86,R,2,199711,7,73600000
広尾,RC,7,50,K,5,201303,9,57000000
五反田,RC,5,50,K,1,199806,3,40300000
神谷町,RC,3,44,R,2,198510,2,39400000
大門,RC,8,25,R,1,200102,16,24100000
北品川,RC,3,109,DK,1,198208,4,80100000
表参道,RC,4,25,DK,2,200310,3,33500000
三田,SRC,8,81,R,2,200708,38,100600000
赤坂見附,RC,2,59,R,1,200610,24,82600000
お台場海浜公園,SRC,4,44,DK,1,200708,12,46700000
虎ノ門,SRC,11,45,K,1,198406,16,34600000
泉岳寺,SRC,6,42,R,1,200510,10,50600000
北品川,RC,3,18,DK,1,200512,13,25000000
お台場海浜公園,SRC,5,82,K,3,200105,7,76800000
新橋,SRC,8,91,R,1,201405,13,142300000
赤坂見附,SRC,6,82,R,2,199706,4,96200000
品川,RC,4,66,R,1,197105,5,49400000
赤坂見附,RC,5,57,K,1,198201,1,41000000
広尾,SRC,9,106,K,2,197202,17,103100000
新橋,SRC,2,61,K,1,200511,17,83900000
外苑前,RC,5,92,R,3,197804,25,95100000
六本木,SRC,2,20,R,1,200511,14,26800000
御成門,RC,7,85,R,2,197612,2,67500000
新橋,RC,4,71,R,1,200412,8,76300000
目黒,RC,1,79,R,1,200511,11,81300000
芝浦ふ頭,SRC,3,70,K,1,200608,18,85100000
汐留,RC,10,121,K,1,200001,12,166000000
大門,SRC,13,82,K,1,197808,1,58100000
田町,SRC,8,45,R,1,197202,8,29100000
田町,RC,14,85,R,1,200509,2,69500000
赤羽橋,SRC,3,124,R,2,197804,8,109200000
渋谷,RC,6,40,R,3,200509,34,49500000
田町,RC,3,76,R,1,200710,10,81200000
麻布十番,RC,3,70,R,2,197103,5,63400000
目黒,RC,3,54,R,1,200610,14,59900000
乃木坂,RC,6,40,R,2,200811,7,54500000
六本木,RC,2,84,R,1,199808,13,106900000
日の出,SRC,5,68,R,2,200906,5,81100000
汐留,RC,4,45,DK,2,200608,3,53400000
赤坂,RC,8,55,DK,3,201109,32,72900000
浜松町,RC,2,65,DK,2,199810,5,59700000
品川,RC,2,56,R,1,201705,3,78900000
大門,SRC,3,25,K,1,198107,5,15600000
赤坂見附,SRC,1,76,K,1,200003,3,81400000
汐留,RC,6,30,R,1,197810,11,25300000
虎ノ門,RC,6,62,R,1,200511,34,91000000
渋谷,RC,8,22,DK,1,201203,2,25200000
汐留,RC,8,41,R,3,199609,11,35900000
赤坂見附,SRC,14,41,R,3,196903,22,26000000
六本木一丁目,SRC,3,28,R,1,200209,4,32300000
目黒,SRC,1,60,R,2,199903,5,52700000
青山一丁目,SRC,3,75,K,1,200610,34,131200000
御成門,RC,13,60,R,2,197108,24,48000000
新橋,SRC,6,18,R,2,201509,7,30100000
お台場海浜公園,SRC,7,64,K,3,197904,10,47200000
白金高輪,RC,6,25,R,1,196906,3,13100000
品川,SRC,3,69,K,1,201509,12,112000000
天王洲アイル,SRC,3,24,DK,2,200510,9,24500000
六本木,RC,2,69,R,1,201708,2,131800000
白金高輪,RC,10,20,DK,2,200802,8,27700000
虎ノ門,SRC,7,63,K,1,200508,12,80400000
お台場海浜公園,RC,5,79,DK,1,200605,13,75400000
渋谷,RC,9,21,DK,2,200611,12,26400000
白金高輪,RC,2,80,K,1,197909,3,62900000
高輪台,SRC,13,53,DK,2,198005,13,36000000
お台場海浜公園,RC,6,94,R,1,200610,10,93500000
広尾,RC,7,68,DK,1,200906,6,95500000
赤羽橋,RC,3,64,R,1,197902,6,52300000
浜松町,RC,2,70,DK,2,200602,28,89600000
北品川,RC,6,60,R,4,201109,4,61000000
渋谷,RC,13,86,R,2,197808,15,61500000
赤坂,RC,13,60,R,1,198006,6,45500000
白金高輪,SRC,2,20,R,1,198507,17,22300000
赤坂,SRC,6,30,R,1,200508,4,34200000
外苑前,RC,6,35,K,1,200106,12,44000000
赤坂見附,SRC,4,40,R,1,200510,2,41700000
五反田,RC,4,89,R,1,198010,9,71000000
高輪台,SRC,4,18,R,1,201408,2,23300000
広尾,RC,13,40,DK,3,200209,25,47400000
汐留,RC,3,25,R,2,200406,5,34200000
赤坂見附,RC,14,30,R,1,200605,1,26300000
白金高輪,RC,2,85,K,2,200603,5,117400000
浜松町,RC,4,21,K,1,200710,6,27300000
白金台,SRC,13,62,K,1,200508,5,69200000
虎ノ門,RC,14,56,R,1,200406,9,53900000
赤坂,RC,3,24,K,1,198104,25,23100000
赤羽橋,RC,5,76,DK,1,200607,2,83600000
表参道,RC,4,81,R,1,198006,9,88400000
三田,RC,2,39,K,1,201801,5,56900000
田町,SRC,8,117,K,2,199910,2,114400000
渋谷,RC,8,81,R,1,201902,13,120200000
青山一丁目,RC,13,55,DK,3,198206,3,41700000
赤坂見附,SRC,8,33,K,2,200611,12,38400000
浜松町,SRC,8,51,K,2,201402,18,66600000
赤坂見附,SRC,8,21,R,1,200510,4,25700000
芝公園,SRC,9,75,R,1,200511,11,75900000
外苑前,SRC,5,33,DK,2,200710,17,47500000
乃木坂,SRC,4,45,DK,3,201509,2,61300000
表参道,SRC,5,37,K,3,201007,3,54800000
白金台,RC,6,56,R,1,201402,10,88700000
浜松町,SRC,5,55,DK,1,200710,4,55600000
白金高輪,SRC,14,64,R,3,200002,7,46300000
浜松町,RC,11,19,R,1,198812,1,9600000
溜池山王,RC,5,46,K,1,198203,4,31800000
日の出,SRC,5,57,DK,4,198309,25,47100000
神谷町,RC,9,87,R,1,197108,1,64100000
日の出,RC,4,87,R,1,201201,11,105600000
品川,RC,2,80,K,2,200511,3,85200000
日の出,SRC,3,50,R,1,200411,39,59200000
神谷町,SRC,6,25,R,3,200003,9,25200000
浜松町,SRC,5,74,R,1,199901,5,70600000
お台場海浜公園,SRC,10,20,R,1,201401,4,19400000
三田,SRC,4,56,R,1,200602,9,64200000
外苑前,SRC,10,62,R,2,197211,3,43800000
広尾,RC,10,46,K,2,201006,33,63000000
白金高輪,RC,5,75,R,3,199907,8,80500000
赤坂見附,RC,12,39,R,3,200511,11,34000000
赤坂見附,SRC,11,75,K,3,198405,3,59700000
麻布十番,SRC,14,45,K,1,200310,3,39800000
浜松町,RC,6,62,DK,3,201604,13,98700000
白金台,RC,2,61,R,1,200906,3,84700000
北品川,SRC,1,73,K,3,200508,6,77400000
六本木,SRC,5,98,R,1,197005,23,93100000
天王洲アイル,RC,3,63,K,1,201203,5,73100000
六本木,RC,2,61,R,2,197803,11,59500000
芝公園,RC,14,95,R,1,200509,3,83900000
赤坂見附,RC,3,65,R,3,197105,18,63200000
新橋,RC,2,37,DK,3,201403,3,48200000
白金台,RC,6,45,K,2,201202,3,63200000
芝浦ふ頭,RC,2,97,K,1,201206,26,146600000
溜池山王,SRC,2,32,R,2,198011,3,21700000
高輪台,SRC,4,57,DK,1,198311,4,47700000
青山一丁目,RC,5,64,K,1,200611,8,82700000
赤羽橋,RC,3,16,DK,1,200209,13,22400000
赤坂見附,RC,7,75,R,3,201402,5,105900000
品川,RC,14,63,DK,1,200602,22,55100000
赤坂,SRC,5,107,K,1,200805,12,214900000
大門,RC,7,63,K,2,197202,45,56800000
渋谷,SRC,10,69,R,1,200704,21,74700000
外苑前,RC,10,44,R,2,201509,13,57600000
赤羽橋,SRC,2,113,R,2,201111,9,172800000
六本木一丁目,RC,13,62,R,2,200209,15,66600000
五反田,RC,6,54,R,2,197908,7,42700000
日の出,RC,8,32,K,1,201408,25,44000000
田町,SRC,14,92,K,3,200710,5,83100000
汐留,SRC,7,76,R,3,198111,8,67300000
白金高輪,SRC,2,80,DK,1,200303,36,113700000
お台場海浜公園,SRC,8,15,LK,1,201003,16,19300000
御成門,RC,4,91,R,1,200209,13,92400000
広尾,SRC,12,44,K,1,199909,6,38800000
外苑前,SRC,5,23,K,1,200608,9,34300000
大門,RC,5,33,R,1,201212,36,47400000
御成門,SRC,2,26,K,1,200002,34,31000000
浜松町,RC,16,41,R,3,197202,9,20700000
外苑前,SRC,10,62,R,2,198300,9,63600000
渋谷,SRC,6,69,K,2,200510,4,68600000
青山一丁目,RC,14,23,R,1,200203,3,19400000
外苑前,SRC,2,40,K,2,197710,30,35000000
新橋,SRC,14,41,R,1,200510,21,46600000
泉岳寺,SRC,2,35,R,3,196809,21,19000000
天王洲アイル,RC,4,21,K,2,201003,6,23700000
渋谷,SRC,1,60,R,2,200212,6,65800000
芝公園,SRC,7,64,R,2,199603,7,57800000
青山一丁目,SRC,3,68,K,1,200610,5,92300000
白金台,RC,2,20,R,1,200510,14,26100000
麻布十番,RC,3,93,R,1,201200,3,92700000
表参道,RC,4,91,DK,3,200111,3,136400000
芝浦ふ頭,RC,2,78,K,1,200710,1,69600000
日の出,SRC,1,19,R,1,199202,6,12700000
六本木一丁目,SRC,2,84,R,2,197105,B1,84600000
北品川,SRC,13,71,K,2,200003,4,48500000
広尾,SRC,3,62,R,1,200610,4,94900000
六本木一丁目,SRC,7,20,R,1,198001,3,15800000
六本木一丁目,RC,5,42,K,1,200906,1,51100000
溜池山王,SRC,7,35,R,2,200510,4,36600000
白金高輪,SRC,9,73,K,1,201407,46,124700000
御成門,RC,3,20,R,1,197901,6,18800000
田町,RC,5,23,R,1,197809,44,20800000
目黒,SRC,5,118,R,1,200501,12,143200000
虎ノ門,SRC,8,104,K,1,200611,4,139000000
御成門,RC,12,120,R,2,200510,8,139500000
広尾,RC,10,16,K,2,200610,6,18400000
三田,RC,3,51,K,1,197005,3,36200000
田町,SRC,4,51,DK,2,199201,24,55300000
溜池山王,SRC,5,13,DK,1,200801,31,23500000
北品川,SRC,3,90,R,2,201509,4,145900000
目黒,RC,9,81,K,2,199807,8,76300000
溜池山王,RC,3,86,R,2,196911,4,74700000
赤坂見附,SRC,10,24,K,3,196912,26,18800000
新橋,SRC,15,46,R,3,201108,8,45100000
白金高輪,RC,2,64,R,2,200906,2,75700000
北品川,SRC,1,55,R,2,200006,9,45200000
田町,SRC,3,51,DK,1,198309,18,44500000
高輪台,SRC,8,83,K,1,200411,1,83400000
白金高輪,RC,14,39,R,2,200710,2,35300000
麻布十番,RC,2,20,R,2,197105,4,17000000
乃木坂,SRC,4,26,LK,3,200610,3,33700000
お台場海浜公園,RC,1,60,K,3,200611,33,73200000
芝公園,RC,2,33,LK,2,197712,29,30600000
三田,SRC,13,42,K,3,201202,16,44000000
品川,SRC,2,60,R,3,200502,26,71400000
浜松町,RC,10,40,R,1,200303,2,35700000
神谷町,SRC,6,52,DK,2,200610,5,68100000
麻布十番,SRC,12,112,R,1,200610,33,172400000
高輪台,RC,3,33,DK,2,201410,12,42900000
浜松町,RC,4,24,K,1,200602,10,23100000
表参道,RC,10,24,R,1,200002,4,22400000
虎ノ門,SRC,14,44,K,2,201405,18,70000000
目黒,SRC,6,82,R,2,201303,3,109800000
芝公園,SRC,3,35,K,2,197812,9,28500000
外苑前,SRC,10,88,K,1,201411,4,157600000
